driver_name,car_number,team_name,manufacturer,season_year,race_number,race_pos,quali_pos,stage_1_pos,stage_2_pos,stage_3_pos,laps_led,status,season_points,finish_position_points,stage_points,playoff_points
Kaz Grala,15,Rick Ware Racing,Ford,2024,26,34,35,0,0,0,0,running,3,3,0,0
Timmy Hill,66,Power Source,Ford,2024,26,35,37,0,0,0,0,steering,0,2,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,26,36,5,0,0,0,0,crash,1,1,0,0
Ryan Blaney,12,Team Penske,Ford,2024,26,37,7,0,0,0,0,crash,1,1,0,0
Joey Logano,22,Team Penske,Ford,2024,27,1,7,4,0,0,9,running,47,40,7,5
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,27,2,30,0,4,0,9,running,42,35,7,0
Ryan Blaney,12,Team Penske,Ford,2024,27,3,2,1,2,0,33,running,53,34,19,1
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,27,4,26,0,10,0,0,running,34,33,1,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,27,5,11,3,3,0,5,running,48,32,16,0
Tyler Reddick,45,23XI Racing,Toyota,2024,27,6,23,0,0,0,0,running,31,31,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,27,7,15,0,0,0,24,running,30,30,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,27,8,16,7,8,0,0,running,36,29,7,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,27,9,9,8,5,0,2,running,37,28,9,0
Austin Cindric,2,Team Penske,Ford,2024,27,10,5,2,1,0,92,running,46,27,19,1
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,27,11,14,0,0,0,0,running,26,26,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,27,12,29,0,0,0,0,running,25,25,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,27,13,18,6,7,0,13,running,33,24,9,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,27,14,27,5,6,0,0,running,34,23,11,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,27,15,25,0,0,0,0,running,22,22,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,27,16,32,0,0,0,1,running,21,21,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,27,17,20,10,9,0,37,running,23,20,3,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,27,18,21,0,0,0,2,running,19,19,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,27,19,19,0,0,0,0,running,18,18,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,27,20,8,0,0,0,0,running,17,17,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,27,21,34,0,0,0,0,running,16,16,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,27,22,1,0,0,0,30,running,15,15,0,0
J.J. Yeley,44,NY Racing Team,Chevrolet,2024,27,23,37,0,0,0,0,running,0,14,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,27,24,38,0,0,0,0,running,13,13,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2024,27,25,36,0,0,0,1,running,0,12,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,27,26,33,0,0,0,0,running,11,11,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,27,27,3,0,0,0,0,running,10,10,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,27,28,4,0,0,0,0,running,9,9,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,27,29,24,0,0,0,8,running,8,8,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,27,30,31,0,0,0,0,running,7,7,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,27,31,12,0,0,0,0,crash,6,6,0,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,27,32,28,0,0,0,0,running,0,5,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,27,33,35,0,0,0,0,running,4,4,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,27,34,13,0,0,0,0,crash,3,3,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,27,35,22,9,0,0,0,suspension,4,2,2,0
Chris Buescher,17,RFK Racing,Ford,2024,27,36,17,0,0,0,0,crash,1,1,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,27,37,6,0,0,0,0,crash,1,1,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,27,38,10,0,0,0,0,crash,1,1,0,0
Chris Buescher,17,RFK Racing,Ford,2024,28,1,24,0,0,0,19,running,40,40,0,5
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,28,2,3,0,2,0,1,running,0,35,9,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,28,3,29,0,0,0,1,running,34,34,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,28,4,1,0,1,0,51,running,43,33,10,1
Zane Smith,71,Spire Motorsports,Chevrolet,2024,28,5,19,0,0,0,0,running,32,32,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,28,6,12,3,7,0,0,running,43,31,12,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,28,7,10,0,0,0,7,running,30,30,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,28,8,18,0,0,0,2,running,29,29,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,28,9,21,0,9,0,0,running,30,28,2,0
Austin Cindric,2,Team Penske,Ford,2024,28,10,5,5,0,0,0,running,33,27,6,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,28,11,9,0,0,0,0,running,26,26,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,28,12,20,8,0,0,0,running,28,25,3,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,28,13,8,4,0,0,0,running,31,24,7,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,28,14,17,0,0,0,0,running,23,23,0,0
Joey Logano,22,Team Penske,Ford,2024,28,15,7,0,3,0,6,running,30,22,8,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,28,16,37,0,0,0,0,running,21,21,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,28,17,32,0,0,0,0,running,20,20,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,28,18,4,2,8,0,1,running,31,19,12,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,28,19,14,6,0,0,0,running,23,18,5,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,28,20,2,1,0,0,4,running,27,17,10,1
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,28,21,35,0,0,0,0,running,16,16,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,28,22,15,0,4,0,0,running,22,15,7,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,28,23,22,0,10,0,0,running,15,14,1,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,28,24,33,0,6,0,0,running,18,13,5,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,28,25,31,0,0,0,0,running,12,12,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,28,26,28,0,0,0,0,running,11,11,0,0
Tyler Reddick,45,23XI Racing,Toyota,2024,28,27,16,7,0,0,0,running,14,10,4,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,28,28,23,0,0,0,0,running,9,9,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,28,29,36,0,0,0,0,running,8,8,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,28,30,13,0,0,0,0,running,7,7,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,28,31,27,10,0,0,0,running,7,6,1,0
Juan Pablo Montoya,50,23XI Racing,Toyota,2024,28,32,34,0,0,0,0,running,5,5,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,28,33,25,9,0,0,0,running,6,4,2,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,28,34,11,0,5,0,0,running,9,3,6,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,28,35,38,0,0,0,0,running,2,2,0,0
A.J. Allmendinger,13,Kaulig Racing,Chevrolet,2024,28,36,6,0,0,0,0,transmission,0,1,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,28,37,26,0,0,0,0,crash,1,1,0,0
Ryan Blaney,12,Team Penske,Ford,2024,28,38,30,0,0,0,0,crash,1,1,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,29,1,2,1,1,0,462,running,60,40,20,7
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,29,2,10,9,10,0,0,running,38,35,3,0
Bubba Wallace,23,23XI Racing,Toyota,2024,29,3,11,10,6,0,1,running,40,34,6,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,29,4,8,6,3,0,0,running,46,33,13,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,29,5,6,3,5,0,0,running,46,32,14,0
Ryan Blaney,12,Team Penske,Ford,2024,29,6,22,0,9,0,0,running,33,31,2,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,29,7,14,0,0,0,0,running,30,30,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,29,8,5,7,8,0,0,running,36,29,7,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,29,9,1,2,7,0,34,running,41,28,13,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,29,10,12,0,0,0,0,running,27,27,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,29,11,18,0,0,0,0,running,26,26,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,29,12,16,0,0,0,0,running,25,25,0,0
Austin Cindric,2,Team Penske,Ford,2024,29,13,27,0,0,0,0,running,24,24,0,0
Chris Buescher,17,RFK Racing,Ford,2024,29,14,17,0,0,0,0,running,23,23,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,29,15,13,8,0,0,0,running,25,22,3,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,29,16,33,0,0,0,0,running,21,21,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,29,17,3,5,0,0,0,running,26,20,6,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,29,18,7,0,0,0,0,running,19,19,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,29,19,21,0,0,0,0,running,18,18,0,0
Tyler Reddick,45,23XI Racing,Toyota,2024,29,20,15,0,4,0,3,running,24,17,7,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,29,21,30,0,0,0,0,running,16,16,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,29,22,26,0,0,0,0,running,15,15,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,29,23,19,0,0,0,0,running,0,14,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,29,24,4,4,2,0,0,running,29,13,16,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,29,25,29,0,0,0,0,running,12,12,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,29,26,23,0,0,0,0,running,11,11,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,29,27,31,0,0,0,0,running,10,10,0,0
Joey Logano,22,Team Penske,Ford,2024,29,28,20,0,0,0,0,running,9,9,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,29,29,25,0,0,0,0,running,8,8,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,29,30,32,0,0,0,0,running,7,7,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,29,31,35,0,0,0,0,running,6,6,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,29,32,24,0,0,0,0,running,5,5,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,29,33,28,0,0,0,0,running,4,4,0,0
Josh Bilicki,66,Power Source,Ford,2024,29,34,37,0,0,0,0,running,0,3,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,29,35,34,0,0,0,0,running,2,2,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,29,36,9,0,0,0,0,crash,1,1,0,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,29,37,36,0,0,0,0,steering,1,1,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,30,1,20,0,0,0,52,running,40,40,0,5
William Byron,24,Hendrick Motorsports,Chevrolet,2024,30,2,6,1,4,0,24,running,52,35,17,1
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,30,3,19,8,8,0,5,running,40,34,6,0
Ryan Blaney,12,Team Penske,Ford,2024,30,4,7,3,3,0,3,running,49,33,16,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,30,5,2,6,2,0,5,running,46,32,14,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,30,6,12,9,1,0,6,running,43,31,12,1
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,30,7,1,5,0,0,122,running,36,30,6,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,30,8,8,4,0,0,1,running,36,29,7,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,30,9,38,0,9,0,0,running,30,28,2,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,30,10,15,0,0,0,3,running,27,27,0,0
Chris Buescher,17,RFK Racing,Ford,2024,30,11,25,0,0,0,0,running,26,26,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,30,12,22,0,0,0,0,running,25,25,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,30,13,10,0,0,0,0,running,24,24,0,0
Joey Logano,22,Team Penske,Ford,2024,30,14,5,2,0,0,3,running,32,23,9,0
Corey LaJoie,51,Rick Ware Racing,Ford,2024,30,15,27,0,0,0,0,running,22,22,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,30,16,37,0,0,0,0,running,21,21,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,30,17,13,0,0,0,0,running,20,20,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,30,18,24,0,0,0,0,running,19,19,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,30,19,3,0,7,0,26,running,22,18,4,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,30,20,30,0,0,0,0,running,17,17,0,0
Ty Dillon,16,Kaulig Racing,Chevrolet,2024,30,21,32,0,0,0,0,running,0,16,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,30,22,26,0,5,0,4,running,21,15,6,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,30,23,28,0,0,0,0,running,14,14,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,30,24,9,0,10,0,0,running,14,13,1,0
Tyler Reddick,45,23XI Racing,Toyota,2024,30,25,4,0,0,0,7,running,12,12,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,30,26,11,0,0,0,0,running,11,11,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,30,27,33,0,0,0,0,running,10,10,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,30,28,18,0,0,0,0,running,9,9,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,30,29,21,0,0,0,0,running,8,8,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,30,30,31,0,0,0,0,running,7,7,0,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,30,31,34,0,0,0,0,running,6,6,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,30,32,14,10,6,0,5,running,11,5,6,0
Justin Haley,7,Spire Motorsports,Chevrolet,2024,30,33,23,0,0,0,0,running,4,4,0,0
Austin Cindric,2,Team Penske,Ford,2024,30,34,17,7,0,0,0,running,7,3,4,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,30,35,16,0,0,0,0,running,2,2,0,0
Jimmie Johnson,84,Legacy Motor Club,Toyota,2024,30,36,35,0,0,0,0,running,1,1,0,0
J.J. Yeley,44,NY Racing Team,Chevrolet,2024,30,37,36,0,0,0,1,electrical,0,1,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,30,38,29,0,0,0,0,crash,1,1,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,31,1,32,2,0,0,19,running,49,40,9,5
Brad Keselowski,6,RFK Racing,Ford,2024,31,2,13,0,0,0,2,running,35,35,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,31,3,16,3,5,0,1,running,48,34,14,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,31,4,12,4,9,0,1,running,42,33,9,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,31,5,30,0,0,0,0,running,32,32,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,31,6,21,5,0,0,0,running,37,31,6,0
Justin Haley,7,Spire Motorsports,Chevrolet,2024,31,7,35,0,0,0,4,running,30,30,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,31,8,7,0,0,0,1,running,29,29,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,31,9,26,0,7,0,3,running,32,28,4,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,31,10,8,0,0,0,0,running,27,27,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,31,11,24,0,0,0,0,running,26,26,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,31,12,34,0,0,0,1,running,25,25,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,31,13,15,0,0,0,0,running,24,24,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,31,14,37,0,0,0,0,running,23,23,0,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,31,15,17,0,4,0,9,running,0,22,7,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,31,16,23,0,6,0,1,running,26,21,5,0
Chris Buescher,17,RFK Racing,Ford,2024,31,17,20,1,0,0,12,running,30,20,10,1
Corey LaJoie,51,Rick Ware Racing,Ford,2024,31,18,28,0,0,0,5,running,19,19,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,31,19,4,0,3,0,7,running,26,18,8,0
Tyler Reddick,45,23XI Racing,Toyota,2024,31,20,14,6,0,0,2,running,22,17,5,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,31,21,39,0,0,0,0,running,16,16,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2024,31,22,38,0,0,0,1,running,0,15,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,31,23,3,0,0,0,2,running,14,14,0,0
Anthony Alfredo,62,Beard Motorsports,Chevrolet,2024,31,24,33,0,0,0,0,running,0,13,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,31,25,22,0,0,0,0,running,12,12,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,31,26,31,0,0,0,0,running,11,11,0,0
J.J. Yeley,44,NY Racing Team,Chevrolet,2024,31,27,40,0,0,0,0,running,0,10,0,0
A.J. Allmendinger,13,Kaulig Racing,Chevrolet,2024,31,28,25,0,0,0,9,running,0,9,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,31,29,11,0,2,0,1,running,17,8,9,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,31,30,36,8,0,0,0,running,10,7,3,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,31,31,29,0,0,0,0,running,6,6,0,0
Austin Cindric,2,Team Penske,Ford,2024,31,32,2,9,1,0,29,crash,17,5,12,1
Joey Logano,22,Team Penske,Ford,2024,31,33,6,0,0,0,19,crash,4,4,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,31,34,9,0,0,0,0,crash,3,3,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,31,35,18,0,0,0,0,crash,2,2,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,31,36,19,0,0,0,0,crash,1,1,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,31,37,1,0,0,0,42,crash,1,1,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,31,38,10,0,0,0,1,crash,1,1,0,0
Ryan Blaney,12,Team Penske,Ford,2024,31,39,5,10,8,0,6,crash,5,1,4,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,31,40,27,7,10,0,17,crash,6,1,5,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,32,1,6,5,9,0,62,running,48,40,8,5
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,32,2,12,0,0,0,1,running,35,35,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,32,3,10,0,0,0,0,running,34,34,0,0
Austin Cindric,2,Team Penske,Ford,2024,32,4,5,10,6,0,0,running,39,33,6,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,32,5,7,3,3,0,0,running,48,32,16,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,32,6,3,8,1,0,14,running,0,31,13,0
Shane Van Gisbergen,13,Kaulig Racing,Chevrolet,2024,32,7,1,6,0,0,21,running,0,30,5,0
Joey Logano,22,Team Penske,Ford,2024,32,8,4,2,2,0,0,running,47,29,18,0
Bubba Wallace,23,23XI Racing,Toyota,2024,32,9,9,0,4,0,0,running,35,28,7,0
Ryan Blaney,12,Team Penske,Ford,2024,32,10,14,4,5,0,0,running,40,27,13,0
Tyler Reddick,45,23XI Racing,Toyota,2024,32,11,2,1,0,0,6,running,36,26,10,1
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,32,12,20,0,0,0,0,running,25,25,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,32,13,11,0,8,0,0,running,27,24,3,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,32,14,18,0,10,0,0,running,24,23,1,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,32,15,21,0,7,0,0,running,26,22,4,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,32,16,24,0,0,0,0,running,21,21,0,0
Chris Buescher,17,RFK Racing,Ford,2024,32,17,29,0,0,0,0,running,20,20,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,32,18,15,0,0,0,0,running,19,19,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,32,19,23,0,0,0,0,running,18,18,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,32,20,26,0,0,0,0,running,17,17,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,32,21,30,0,0,0,0,running,16,16,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,32,22,36,0,0,0,0,running,15,15,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,32,23,8,9,0,0,0,running,16,14,2,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,32,24,27,0,0,0,0,running,13,13,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,32,25,34,0,0,0,0,running,12,12,0,0
Justin Haley,7,Spire Motorsports,Chevrolet,2024,32,26,33,0,0,0,0,running,11,11,0,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,32,27,31,0,0,0,0,running,10,10,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,32,28,16,0,0,0,0,running,9,9,0,0
Josh Bilicki,66,Power Source,Ford,2024,32,29,38,0,0,0,0,running,0,8,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,32,30,13,0,0,0,0,running,7,7,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,32,31,32,0,0,0,0,running,6,6,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,32,32,22,0,0,0,0,running,5,5,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,32,33,37,0,0,0,0,crash,4,4,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,32,34,35,0,0,0,0,crash,3,3,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,32,35,19,7,0,0,0,engine,6,2,4,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,32,36,25,0,0,0,0,crash,1,1,0,0
Corey LaJoie,51,Rick Ware Racing,Ford,2024,32,37,28,0,0,0,0,engine,1,1,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,32,38,17,0,0,0,5,running,1,1,0,0
Joey Logano,22,Team Penske,Ford,2024,33,1,10,8,5,0,6,running,49,40,9,5
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,33,2,1,2,1,0,155,running,54,35,19,1
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,33,3,23,0,8,0,57,running,37,34,3,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,33,4,9,4,3,0,1,running,48,33,15,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,33,5,3,0,6,0,0,running,37,32,5,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,33,6,12,3,2,0,7,running,48,31,17,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,33,7,7,0,0,0,0,running,30,30,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,33,8,4,0,0,0,4,running,29,29,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,33,9,26,0,0,0,0,running,28,28,0,0
Chris Buescher,17,RFK Racing,Ford,2024,33,10,22,7,4,0,0,running,38,27,11,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,33,11,5,10,0,0,1,running,27,26,1,0
Bubba Wallace,23,23XI Racing,Toyota,2024,33,12,19,0,9,0,0,running,27,25,2,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,33,13,20,0,0,0,0,running,24,24,0,0
Corey LaJoie,51,Rick Ware Racing,Ford,2024,33,14,35,0,0,0,0,running,23,23,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,33,15,31,0,0,0,0,running,22,22,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,33,16,14,0,0,0,0,running,21,21,0,0
Justin Haley,7,Spire Motorsports,Chevrolet,2024,33,17,16,0,7,0,0,running,24,20,4,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,33,18,21,0,0,0,0,running,19,19,0,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,33,19,33,0,0,0,0,running,18,18,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,33,20,15,0,0,0,0,running,17,17,0,0
Cody Ware,15,Rick Ware Racing,Ford,2024,33,21,36,0,0,0,0,running,16,16,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,33,22,32,0,10,0,0,running,16,15,1,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,33,23,6,0,0,0,0,running,14,14,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,33,24,28,0,0,0,0,running,13,13,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,33,25,27,0,0,0,0,running,12,12,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,33,26,24,0,0,0,0,running,11,11,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,33,27,25,0,0,0,0,running,10,10,0,0
Jimmie Johnson,84,Legacy Motor Club,Toyota,2024,33,28,29,0,0,0,0,running,9,9,0,0
Shane Van Gisbergen,16,Kaulig Racing,Chevrolet,2024,33,29,34,0,0,0,0,running,0,8,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,33,30,8,6,0,0,23,running,12,7,5,0
