driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating,season_year,race_number
B.J. McLeod,31,25,19,7,34,28.0,-11,14,25,0,0.0,0,3,0.7,0.0,0.0,407,44.0,2022,14
Joey Logano,23,1,20,1,24,10.0,16,118,102,86,72.9,3,335,82.7,9.0,2.2,405,83.3,2022,14
Cole Custer,21,19,21,1,32,15.0,-41,140,181,43,30.7,1,170,42.0,0.0,0.0,405,64.6,2022,14
Austin Dillon,16,15,22,1,28,14.0,-57,106,163,77,72.6,0,246,60.7,0.0,0.0,405,64.7,2022,14
Kaz Grala,34,27,23,23,37,30.0,0,6,6,0,0.0,0,0,0.0,0.0,0.0,400,38.7,2022,14
Noah Gragson,27,18,24,8,36,24.0,-1,104,105,13,12.5,0,36,9.3,0.0,0.0,386,50.3,2022,14
Daniel Suarez,12,6,25,1,29,11.0,41,152,111,122,80.3,51,281,81.2,36.0,10.4,346,97.3,2022,14
Chris Buescher,19,14,26,4,36,16.0,2,119,117,69,58.0,6,214,61.9,0.0,0.0,346,74.1,2022,14
Justin Haley,20,21,27,13,32,23.0,-19,105,124,6,5.7,0,6,1.7,0.0,0.0,343,52.7,2022,14
Bubba Wallace,7,28,28,1,33,22.0,32,73,41,36,49.3,9,112,56.0,1.0,0.5,200,61.4,2022,14
Ryan Blaney,11,29,29,1,31,20.0,17,89,72,50,56.2,1,158,81.0,2.0,1.0,195,63.8,2022,14
Brad Keselowski,35,30,30,12,35,28.0,7,96,89,1,1.0,0,3,1.6,0.0,0.0,193,35.8,2022,14
Kurt Busch,2,31,31,1,18,20.0,-1,56,57,54,96.4,9,188,98.4,2.0,1.0,191,72.1,2022,14
William Byron,5,32,32,1,26,21.0,2,55,53,48,87.3,4,174,91.1,1.0,0.5,191,71.2,2022,14
Chase Elliott,13,33,33,1,32,20.0,10,41,31,41,100.0,26,186,98.9,86.0,45.7,188,94.7,2022,14
Austin Cindric,6,34,34,5,30,27.0,7,61,54,27,44.3,1,72,49.7,0.0,0.0,145,45.2,2022,14
Corey LaJoie,37,35,35,17,37,34.0,14,26,12,0,0.0,1,0,0.0,0.0,0.0,60,28.6,2022,14
Josh Bilicki,32,36,36,3,35,36.0,-10,3,13,0,0.0,0,2,6.5,0.0,0.0,31,24.8,2022,14
Ryan Preece,26,37,37,22,26,36.0,-1,15,16,0,0.0,0,0,0.0,0.0,0.0,16,24.5,2022,14
Joey Logano,7,11,1,1,26,8.0,13,50,37,38,76.0,20,227,92.7,22.0,9.0,245,118.1,2022,15
Kyle Busch,12,6,2,1,13,4.0,17,36,19,33,91.7,46,245,100.0,66.0,26.9,245,135.4,2022,15
Kurt Busch,11,4,3,1,25,10.0,24,68,44,45,66.2,2,205,83.7,12.0,4.9,245,94.7,2022,15
Ryan Blaney,5,15,4,1,31,7.0,39,69,30,52,75.4,38,217,88.6,12.0,4.9,245,118.2,2022,15
Aric Almirola,8,2,5,2,14,5.0,10,40,30,40,100.0,4,245,100.0,0.0,0.0,245,112.2,2022,15
Martin Truex Jr,13,12,6,1,25,9.0,19,63,44,57,90.5,16,222,90.6,42.0,17.1,245,106.7,2022,15
Erik Jones,21,7,7,1,22,10.0,-13,30,43,21,70.0,0,194,79.2,4.0,1.6,245,90.2,2022,15
Ross Chastain,10,31,8,2,33,12.0,15,87,72,50,57.5,16,171,69.8,0.0,0.0,245,89.7,2022,15
Christopher Bell,3,5,9,3,24,9.0,-4,45,49,44,97.8,12,241,98.4,0.0,0.0,245,96.8,2022,15
A.J. Allmendinger,35,18,10,9,35,21.0,25,102,77,24,23.5,0,50,20.4,0.0,0.0,245,63.8,2022,15
Austin Cindric,2,9,11,1,20,8.0,5,65,60,50,76.9,4,234,95.5,26.0,10.6,245,102.1,2022,15
Kyle Larson,15,10,12,2,27,14.0,-3,60,63,45,75.0,1,162,66.1,0.0,0.0,245,79.4,2022,15
Alex Bowman,25,21,13,4,28,16.0,-12,54,66,20,37.0,0,102,41.6,0.0,0.0,245,73.7,2022,15
Justin Haley,28,27,14,2,33,26.0,-15,74,89,5,6.8,0,24,9.8,0.0,0.0,245,48.7,2022,15
Austin Dillon,29,20,15,14,29,20.0,-8,66,74,16,24.2,0,27,11.0,0.0,0.0,245,60.3,2022,15
