driver_name,season_year,race_number,race_season_points,wins,stage_wins,race_playoff_points,race_finish_points,race_stage_points
Chase Briscoe,2024,18,35,0,0,0,35,0
Josh Berry,2024,18,43,0,0,0,34,9
Kyle Larson,2024,18,37,0,0,0,33,4
Chris Buescher,2024,18,32,0,0,0,32,0
Tyler Reddick,2024,18,33,0,0,0,31,2
Ricky Stenhouse Jr,2024,18,30,0,0,0,30,0
John H. Nemechek,2024,18,29,0,0,0,29,0
Martin Truex Jr,2024,18,42,0,0,0,28,14
Ross Chastain,2024,18,31,0,0,0,27,4
Ryan Preece,2024,18,26,0,0,0,26,0
Todd Gilliland,2024,18,30,0,0,0,25,5
Erik Jones,2024,18,24,0,0,0,24,0
Harrison Burton,2024,18,23,0,0,0,23,0
Michael McDowell,2024,18,22,0,0,0,22,0
Ty Gibbs,2024,18,21,0,0,0,21,0
Carson Hocevar,2024,18,20,0,0,0,20,0
Chase Elliott,2024,18,29,0,0,0,19,10
Austin Cindric,2024,18,18,0,0,0,18,0
Ty Dillon,2024,18,0,0,0,0,17,0
Daniel Suarez,2024,18,16,0,0,0,16,0
Kaz Grala,2024,18,15,0,0,0,15,0
Corey LaJoie,2024,18,14,0,0,0,14,0
Denny Hamlin,2024,18,27,0,1,1,13,14
Ryan Blaney,2024,18,25,0,0,0,12,13
William Byron,2024,18,11,0,0,0,11,0
Noah Gragson,2024,18,10,0,0,0,10,0
Brad Keselowski,2024,18,9,0,0,0,9,0
Justin Haley,2024,18,8,0,0,0,8,0
Zane Smith,2024,18,7,0,0,0,7,0
Daniel Hemric,2024,18,6,0,0,0,6,0
Joey Logano,2024,18,22,0,0,0,5,17
Austin Dillon,2024,18,4,0,0,0,4,0
Bubba Wallace,2024,18,3,0,0,0,3,0
Kyle Busch,2024,18,2,0,0,0,2,0
Alex Bowman,2024,18,2,0,0,0,1,1
Joey Logano,2024,19,40,1,0,5,40,0
Zane Smith,2024,19,35,0,0,0,35,0
Tyler Reddick,2024,19,51,0,0,0,34,17
Ryan Preece,2024,19,33,0,0,0,33,0
Chris Buescher,2024,19,37,0,0,0,32,5
Ryan Blaney,2024,19,34,0,0,0,31,3
Bubba Wallace,2024,19,31,0,0,0,30,1
Kyle Larson,2024,19,44,0,0,0,29,15
Daniel Hemric,2024,19,28,0,0,0,28,0
Noah Gragson,2024,19,28,0,0,0,27,1
A.J. Allmendinger,2024,19,0,0,0,0,26,0
Denny Hamlin,2024,19,41,0,0,0,25,16
Justin Haley,2024,19,24,0,0,0,24,0
Alex Bowman,2024,19,23,0,0,0,23,0
Austin Cindric,2024,19,22,0,0,0,22,0
Carson Hocevar,2024,19,-4,0,0,0,21,0
Todd Gilliland,2024,19,20,0,0,0,20,0
Chase Elliott,2024,19,24,0,0,0,19,5
William Byron,2024,19,22,0,0,0,18,4
Corey LaJoie,2024,19,17,0,0,0,17,0
Chase Briscoe,2024,19,16,0,0,0,16,0
Daniel Suarez,2024,19,15,0,0,0,15,0
Ty Gibbs,2024,19,19,0,0,0,14,5
Martin Truex Jr,2024,19,19,0,0,0,13,6
Brad Keselowski,2024,19,24,0,0,0,12,12
Josh Berry,2024,19,11,0,0,0,11,0
Kyle Busch,2024,19,10,0,0,0,10,0
Harrison Burton,2024,19,9,0,0,0,9,0
Corey Heim,2024,19,0,0,0,0,8,0
Ricky Stenhouse Jr,2024,19,7,0,0,0,7,0
John H. Nemechek,2024,19,6,0,0,0,6,0
Austin Dillon,2024,19,5,0,0,0,5,0
Ross Chastain,2024,19,4,0,0,0,4,0
Erik Jones,2024,19,3,0,0,0,3,0
Michael McDowell,2024,19,2,0,0,0,2,0
Christopher Bell,2024,19,21,0,2,2,1,20
Riley Herbst,2024,19,0,0,0,0,1,0
Chad Finchum,2024,19,0,0,0,0,1,0
Alex Bowman,2024,20,54,1,0,5,40,14
Tyler Reddick,2024,20,37,0,0,0,35,2
Ty Gibbs,2024,20,42,0,0,0,34,8
Joey Hand,2024,20,43,0,1,1,33,10
Michael McDowell,2024,20,32,0,0,0,32,0
Ricky Stenhouse Jr,2024,20,34,0,0,0,31,3
Todd Gilliland,2024,20,33,0,0,0,30,3
William Byron,2024,20,29,0,0,0,29,0
Kyle Busch,2024,20,28,0,0,0,28,0
Ryan Blaney,2024,20,27,0,0,0,27,0
Daniel Suarez,2024,20,27,0,0,0,26,1
Daniel Hemric,2024,20,29,0,0,0,25,4
Bubba Wallace,2024,20,28,0,0,0,24,4
Noah Gragson,2024,20,28,0,0,0,23,5
Austin Cindric,2024,20,22,0,0,0,22,0
Justin Haley,2024,20,21,0,0,0,21,0
Zane Smith,2024,20,20,0,0,0,20,0
Brad Keselowski,2024,20,27,0,0,0,19,8
Austin Dillon,2024,20,18,0,0,0,18,0
Chris Buescher,2024,20,17,0,0,0,17,0
Chase Elliott,2024,20,16,0,0,0,16,0
Ross Chastain,2024,20,15,0,0,0,15,0
Joey Logano,2024,20,14,0,0,0,14,0
Carson Hocevar,2024,20,20,0,0,0,13,7
Harrison Burton,2024,20,14,0,0,0,12,2
Kaz Grala,2024,20,11,0,0,0,11,0
Corey LaJoie,2024,20,10,0,0,0,10,0
Josh Bilicki,2024,20,0,0,0,0,9,0
Erik Jones,2024,20,8,0,0,0,8,0
Denny Hamlin,2024,20,8,0,0,0,7,1
Austin Hill,2024,20,0,0,0,0,6,0
Chase Briscoe,2024,20,12,0,0,0,5,7
Martin Truex Jr,2024,20,10,0,0,0,4,6
Ryan Preece,2024,20,3,0,0,0,3,0
John H. Nemechek,2024,20,2,0,0,0,2,0
Josh Berry,2024,20,1,0,0,0,1,0
Christopher Bell,2024,20,10,0,0,0,1,9
A.J. Allmendinger,2024,20,0,0,0,0,1,0
Kyle Larson,2024,20,7,0,0,0,1,6
Shane Van Gisbergen,2024,20,0,0,1,0,1,10
Ryan Blaney,2024,21,40,1,0,5,40,0
Denny Hamlin,2024,21,54,0,1,1,35,19
Alex Bowman,2024,21,43,0,0,0,34,9
William Byron,2024,21,47,0,0,0,33,14
Joey Logano,2024,21,38,0,0,0,32,6
Tyler Reddick,2024,21,40,0,0,0,31,9
Brad Keselowski,2024,21,41,0,0,0,30,11
Martin Truex Jr,2024,21,39,0,1,1,29,10
Chase Elliott,2024,21,43,0,0,0,28,15
Bubba Wallace,2024,21,27,0,0,0,27,0
Chris Buescher,2024,21,26,0,0,0,26,0
Christopher Bell,2024,21,30,0,0,0,25,5
Kyle Larson,2024,21,29,0,0,0,24,5
Erik Jones,2024,21,30,0,0,0,23,7
Chase Briscoe,2024,21,22,0,0,0,22,0
Daniel Suarez,2024,21,21,0,0,0,21,0
Carson Hocevar,2024,21,20,0,0,0,20,0
Austin Cindric,2024,21,19,0,0,0,19,0
Corey LaJoie,2024,21,18,0,0,0,18,0
Josh Berry,2024,21,17,0,0,0,17,0
A.J. Allmendinger,2024,21,0,0,0,0,16,0
Justin Haley,2024,21,15,0,0,0,15,0
Austin Dillon,2024,21,14,0,0,0,14,0
Michael McDowell,2024,21,13,0,0,0,13,0
Daniel Hemric,2024,21,12,0,0,0,12,0
Cody Ware,2024,21,11,0,0,0,11,0
Ty Gibbs,2024,21,10,0,0,0,10,0
John H. Nemechek,2024,21,9,0,0,0,9,0
Zane Smith,2024,21,8,0,0,0,8,0
Ryan Preece,2024,21,7,0,0,0,7,0
Harrison Burton,2024,21,6,0,0,0,6,0
Kyle Busch,2024,21,5,0,0,0,5,0
Ricky Stenhouse Jr,2024,21,4,0,0,0,4,0
Todd Gilliland,2024,21,3,0,0,0,3,0
J.J. Yeley,2024,21,0,0,0,0,2,0
Ross Chastain,2024,21,1,0,0,0,1,0
Noah Gragson,2024,21,1,0,0,0,1,0
Kyle Larson,2024,22,49,1,0,5,40,9
Tyler Reddick,2024,22,46,0,0,0,35,11
Ryan Blaney,2024,22,49,0,0,0,34,15
Christopher Bell,2024,22,35,0,0,0,33,2
Bubba Wallace,2024,22,42,0,1,1,32,10
Todd Gilliland,2024,22,31,0,0,0,31,0
Austin Cindric,2024,22,30,0,0,0,30,0
Daniel Suarez,2024,22,29,0,0,0,29,0
Noah Gragson,2024,22,29,0,0,0,28,1
Chase Elliott,2024,22,36,0,0,0,27,9
Ricky Stenhouse Jr,2024,22,32,0,0,0,26,6
Carson Hocevar,2024,22,25,0,0,0,25,0
Austin Dillon,2024,22,24,0,0,0,24,0
Corey LaJoie,2024,22,23,0,0,0,23,0
Ross Chastain,2024,22,22,0,0,0,22,0
Michael McDowell,2024,22,26,0,0,0,21,5
Zane Smith,2024,22,20,0,0,0,20,0
Cody Ware,2024,22,19,0,0,0,19,0
Ty Dillon,2024,22,0,0,0,0,18,0
Justin Haley,2024,22,17,0,0,0,17,0
Brad Keselowski,2024,22,16,0,0,0,16,0
Chris Buescher,2024,22,15,0,0,0,15,0
Ty Gibbs,2024,22,17,0,0,0,14,3
Chase Briscoe,2024,22,14,0,0,0,13,1
Kyle Busch,2024,22,12,0,0,0,12,0
Ryan Preece,2024,22,11,0,0,0,11,0
Martin Truex Jr,2024,22,13,0,0,0,10,3
Erik Jones,2024,22,9,0,0,0,9,0
John H. Nemechek,2024,22,14,0,0,0,8,6
Daniel Hemric,2024,22,7,0,0,0,7,0
Alex Bowman,2024,22,10,0,0,0,6,4
Denny Hamlin,2024,22,23,0,1,1,5,18
Jimmie Johnson,2024,22,4,0,0,0,4,0
Joey Logano,2024,22,3,0,0,0,3,0
Josh Berry,2024,22,2,0,0,0,2,0
Harrison Burton,2024,22,1,0,0,0,1,0
A.J. Allmendinger,2024,22,0,0,0,0,1,0
William Byron,2024,22,8,0,0,0,1,7
B.J. McLeod,2024,22,0,0,0,0,1,0
Austin Dillon,2024,23,50,1,0,5,40,10
Denny Hamlin,2024,23,52,0,0,0,35,17
Tyler Reddick,2024,23,40,0,0,0,34,6
Bubba Wallace,2024,23,42,0,0,0,33,9
Ross Chastain,2024,23,32,0,0,0,32,0
Christopher Bell,2024,23,50,0,1,1,31,19
Kyle Larson,2024,23,30,0,0,0,30,0
Carson Hocevar,2024,23,31,0,0,0,29,2
Chase Elliott,2024,23,34,0,0,0,28,6
Daniel Suarez,2024,23,37,0,1,1,27,10
Ryan Blaney,2024,23,26,0,0,0,26,0
Kyle Busch,2024,23,25,0,0,0,25,0
William Byron,2024,23,24,0,0,0,24,0
Josh Berry,2024,23,24,0,0,0,23,1
Michael McDowell,2024,23,27,0,0,0,22,5
Brad Keselowski,2024,23,21,0,0,0,21,0
Todd Gilliland,2024,23,20,0,0,0,20,0
Chris Buescher,2024,23,22,0,0,0,19,3
Joey Logano,2024,23,32,0,0,0,18,14
Noah Gragson,2024,23,17,0,0,0,17,0
Chase Briscoe,2024,23,16,0,0,0,16,0
Ty Gibbs,2024,23,15,0,0,0,15,0
Zane Smith,2024,23,14,0,0,0,14,0
Austin Cindric,2024,23,13,0,0,0,13,0
Ryan Preece,2024,23,12,0,0,0,12,0
Ty Dillon,2024,23,0,0,0,0,11,0
Justin Haley,2024,23,10,0,0,0,10,0
Alex Bowman,2024,23,9,0,0,0,9,0
Erik Jones,2024,23,8,0,0,0,8,0
Daniel Hemric,2024,23,7,0,0,0,7,0
John H. Nemechek,2024,23,6,0,0,0,6,0
Harrison Burton,2024,23,5,0,0,0,5,0
Riley Herbst,2024,23,0,0,0,0,4,0
Corey LaJoie,2024,23,3,0,0,0,3,0
Parker Retzlaff,2024,23,0,0,0,0,2,0
Ricky Stenhouse Jr,2024,23,1,0,0,0,1,0
Martin Truex Jr,2024,23,9,0,0,0,1,8
Tyler Reddick,2024,24,40,1,0,5,40,0
William Byron,2024,24,50,0,0,0,35,15
Ty Gibbs,2024,24,42,0,0,0,34,8
Kyle Busch,2024,24,48,0,1,1,33,15
Brad Keselowski,2024,24,41,0,0,0,32,9
Chris Buescher,2024,24,37,0,0,0,31,6
Zane Smith,2024,24,30,0,0,0,30,0
Daniel Suarez,2024,24,29,0,0,0,29,0
Denny Hamlin,2024,24,-47,0,0,0,28,0
Carson Hocevar,2024,24,27,0,0,0,27,0
Ryan Preece,2024,24,26,0,0,0,26,0
Noah Gragson,2024,24,25,0,0,0,25,0
Ricky Stenhouse Jr,2024,24,24,0,0,0,24,0
Harrison Burton,2024,24,23,0,0,0,23,0
Chase Elliott,2024,24,31,0,0,0,22,9
Erik Jones,2024,24,24,0,0,0,21,3
Austin Dillon,2024,24,26,0,0,0,20,6
Ryan Blaney,2024,24,30,0,1,1,19,11
Michael McDowell,2024,24,18,0,0,0,18,0
Justin Haley,2024,24,17,0,0,0,17,0
Cody Ware,2024,24,18,0,0,0,16,2
Josh Berry,2024,24,15,0,0,0,15,0
Daniel Hemric,2024,24,14,0,0,0,14,0
Martin Truex Jr,2024,24,20,0,0,0,13,7
Ross Chastain,2024,24,22,0,0,0,12,10
Bubba Wallace,2024,24,18,0,0,0,11,7
Alex Bowman,2024,24,12,0,0,0,10,2
Austin Cindric,2024,24,9,0,0,0,9,0
John H. Nemechek,2024,24,8,0,0,0,8,0
A.J. Allmendinger,2024,24,0,0,0,0,7,0
Chase Briscoe,2024,24,6,0,0,0,6,0
Corey LaJoie,2024,24,5,0,0,0,5,0
Joey Logano,2024,24,4,0,0,0,4,0
Kyle Larson,2024,24,3,0,0,0,3,0
Christopher Bell,2024,24,2,0,0,0,2,0
Todd Gilliland,2024,24,1,0,0,0,1,0
Harrison Burton,2024,25,40,1,0,5,40,0
Kyle Busch,2024,25,39,0,0,0,35,4
Christopher Bell,2024,25,34,0,0,0,34,0
Cody Ware,2024,25,33,0,0,0,33,0
Ty Gibbs,2024,25,32,0,0,0,32,0
Bubba Wallace,2024,25,32,0,0,0,31,1
Parker Retzlaff,2024,25,0,0,0,0,30,0
Brad Keselowski,2024,25,41,0,0,0,29,12
Daniel Hemric,2024,25,28,0,0,0,28,0
Chris Buescher,2024,25,37,0,0,0,27,10
Carson Hocevar,2024,25,26,0,0,0,26,0
Ross Chastain,2024,25,25,0,0,0,25,0
Zane Smith,2024,25,24,0,0,0,24,0
Chase Briscoe,2024,25,23,0,0,0,23,0
John H. Nemechek,2024,25,22,0,0,0,22,0
Alex Bowman,2024,25,21,0,0,0,21,0
Erik Jones,2024,25,20,0,0,0,20,0
Austin Cindric,2024,25,26,0,0,0,19,7
B.J. McLeod,2024,25,0,0,0,0,18,0
Joey Gase,2024,25,0,0,0,0,17,0
Kyle Larson,2024,25,24,0,0,0,16,8
Austin Dillon,2024,25,15,0,0,0,15,0
Todd Gilliland,2024,25,25,0,0,0,14,11
Martin Truex Jr,2024,25,13,0,0,0,13,0
Austin Hill,2024,25,0,0,0,0,12,0
Josh Berry,2024,25,21,0,1,1,11,10
William Byron,2024,25,15,0,0,0,10,5
Tyler Reddick,2024,25,9,0,0,0,9,0
Ryan Blaney,2024,25,23,0,0,0,8,15
Michael McDowell,2024,25,10,0,0,0,7,3
Joey Logano,2024,25,25,0,1,1,6,19
Justin Haley,2024,25,10,0,0,0,5,5
Ricky Stenhouse Jr,2024,25,4,0,0,0,4,0
Corey LaJoie,2024,25,3,0,0,0,3,0
Shane Van Gisbergen,2024,25,0,0,0,0,2,0
Chase Elliott,2024,25,1,0,0,0,1,0
Noah Gragson,2024,25,1,0,0,0,1,0
Denny Hamlin,2024,25,1,0,0,0,1,0
Ryan Preece,2024,25,1,0,0,0,1,0
Daniel Suarez,2024,25,1,0,0,0,1,0
Chase Briscoe,2024,26,57,1,0,5,40,17
Kyle Busch,2024,26,35,0,0,0,35,0
Christopher Bell,2024,26,46,0,0,0,34,12
Kyle Larson,2024,26,53,0,2,2,33,20
Ross Chastain,2024,26,32,0,0,0,32,0
Chris Buescher,2024,26,32,0,0,0,31,1
Denny Hamlin,2024,26,43,0,0,0,30,13
Joey Logano,2024,26,29,0,0,0,29,0
Corey LaJoie,2024,26,28,0,0,0,28,0
Tyler Reddick,2024,26,37,0,0,0,27,10
Chase Elliott,2024,26,26,0,0,0,26,0
Ryan Preece,2024,26,25,0,0,0,25,0
Austin Cindric,2024,26,24,0,0,0,24,0
Brad Keselowski,2024,26,24,0,0,0,23,1
Austin Dillon,2024,26,22,0,0,0,22,0
Bubba Wallace,2024,26,32,0,0,0,21,11
Todd Gilliland,2024,26,20,0,0,0,20,0
Daniel Suarez,2024,26,19,0,0,0,19,0
Alex Bowman,2024,26,18,0,0,0,18,0
Ty Gibbs,2024,26,26,0,0,0,17,9
Harrison Burton,2024,26,16,0,0,0,16,0
Ricky Stenhouse Jr,2024,26,15,0,0,0,15,0
Zane Smith,2024,26,14,0,0,0,14,0
Erik Jones,2024,26,13,0,0,0,13,0
John H. Nemechek,2024,26,12,0,0,0,12,0
Shane Van Gisbergen,2024,26,0,0,0,0,11,0
Justin Haley,2024,26,10,0,0,0,10,0
Michael McDowell,2024,26,9,0,0,0,9,0
Daniel Hemric,2024,26,8,0,0,0,8,0
William Byron,2024,26,17,0,0,0,7,10
Josh Berry,2024,26,12,0,0,0,6,6
Noah Gragson,2024,26,5,0,0,0,5,0
Carson Hocevar,2024,26,4,0,0,0,4,0
Kaz Grala,2024,26,3,0,0,0,3,0
Timmy Hill,2024,26,0,0,0,0,2,0
Martin Truex Jr,2024,26,1,0,0,0,1,0
Ryan Blaney,2024,26,1,0,0,0,1,0
Joey Logano,2024,27,47,1,0,5,40,7
Daniel Suarez,2024,27,42,0,0,0,35,7
Ryan Blaney,2024,27,53,0,1,1,34,19
Christopher Bell,2024,27,34,0,0,0,33,1
Alex Bowman,2024,27,48,0,0,0,32,16
Tyler Reddick,2024,27,31,0,0,0,31,0
Kyle Busch,2024,27,30,0,0,0,30,0
Chase Elliott,2024,27,36,0,0,0,29,7
William Byron,2024,27,37,0,0,0,28,9
Austin Cindric,2024,27,46,0,1,1,27,19
Daniel Hemric,2024,27,26,0,0,0,26,0
Justin Haley,2024,27,25,0,0,0,25,0
Ross Chastain,2024,27,33,0,0,0,24,9
Ricky Stenhouse Jr,2024,27,34,0,0,0,23,11
Corey LaJoie,2024,27,22,0,0,0,22,0
Carson Hocevar,2024,27,21,0,0,0,21,0
Ty Gibbs,2024,27,23,0,0,0,20,3
Ryan Preece,2024,27,19,0,0,0,19,0
Brad Keselowski,2024,27,18,0,0,0,18,0
Austin Dillon,2024,27,17,0,0,0,17,0
Zane Smith,2024,27,16,0,0,0,16,0
Michael McDowell,2024,27,15,0,0,0,15,0
J.J. Yeley,2024,27,0,0,0,0,14,0
Denny Hamlin,2024,27,13,0,0,0,13,0
B.J. McLeod,2024,27,0,0,0,0,12,0
Erik Jones,2024,27,11,0,0,0,11,0
Todd Gilliland,2024,27,10,0,0,0,10,0
Josh Berry,2024,27,9,0,0,0,9,0
Bubba Wallace,2024,27,8,0,0,0,8,0
Cody Ware,2024,27,7,0,0,0,7,0
Harrison Burton,2024,27,6,0,0,0,6,0
Shane Van Gisbergen,2024,27,0,0,0,0,5,0
John H. Nemechek,2024,27,4,0,0,0,4,0
Noah Gragson,2024,27,3,0,0,0,3,0
Martin Truex Jr,2024,27,4,0,0,0,2,2
Chris Buescher,2024,27,1,0,0,0,1,0
Kyle Larson,2024,27,1,0,0,0,1,0
Chase Briscoe,2024,27,1,0,0,0,1,0
Chris Buescher,2024,28,40,1,0,5,40,0
Shane Van Gisbergen,2024,28,0,0,0,0,35,9
Carson Hocevar,2024,28,34,0,0,0,34,0
Ross Chastain,2024,28,43,0,1,1,33,10
Zane Smith,2024,28,32,0,0,0,32,0
Chase Briscoe,2024,28,43,0,0,0,31,12
Michael McDowell,2024,28,30,0,0,0,30,0
Corey LaJoie,2024,28,29,0,0,0,29,0
Ryan Preece,2024,28,30,0,0,0,28,2
Austin Cindric,2024,28,33,0,0,0,27,6
Noah Gragson,2024,28,26,0,0,0,26,0
Kyle Larson,2024,28,28,0,0,0,25,3
Daniel Suarez,2024,28,31,0,0,0,24,7
Christopher Bell,2024,28,23,0,0,0,23,0
Joey Logano,2024,28,30,0,0,0,22,8
Todd Gilliland,2024,28,21,0,0,0,21,0
Bubba Wallace,2024,28,20,0,0,0,20,0
Alex Bowman,2024,28,31,0,0,0,19,12
Chase Elliott,2024,28,23,0,0,0,18,5
Martin Truex Jr,2024,28,27,0,1,1,17,10
John H. Nemechek,2024,28,16,0,0,0,16,0
Ty Gibbs,2024,28,22,0,0,0,15,7
Denny Hamlin,2024,28,15,0,0,0,14,1
Harrison Burton,2024,28,18,0,0,0,13,5
Josh Berry,2024,28,12,0,0,0,12,0
Brad Keselowski,2024,28,11,0,0,0,11,0
Tyler Reddick,2024,28,14,0,0,0,10,4
Austin Dillon,2024,28,9,0,0,0,9,0
Justin Haley,2024,28,8,0,0,0,8,0
Kyle Busch,2024,28,7,0,0,0,7,0
Daniel Hemric,2024,28,7,0,0,0,6,1
Juan Pablo Montoya,2024,28,5,0,0,0,5,0
Erik Jones,2024,28,6,0,0,0,4,2
William Byron,2024,28,9,0,0,0,3,6
Kaz Grala,2024,28,2,0,0,0,2,0
A.J. Allmendinger,2024,28,0,0,0,0,1,0
Ricky Stenhouse Jr,2024,28,1,0,0,0,1,0
Ryan Blaney,2024,28,1,0,0,0,1,0
Kyle Larson,2024,29,60,1,2,7,40,20
Chase Elliott,2024,29,38,0,0,0,35,3
Bubba Wallace,2024,29,40,0,0,0,34,6
Denny Hamlin,2024,29,46,0,0,0,33,13
Christopher Bell,2024,29,46,0,0,0,32,14
Ryan Blaney,2024,29,33,0,0,0,31,2
Ryan Preece,2024,29,30,0,0,0,30,0
Chase Briscoe,2024,29,36,0,0,0,29,7
Alex Bowman,2024,29,41,0,0,0,28,13
Ross Chastain,2024,29,27,0,0,0,27,0
Michael McDowell,2024,29,26,0,0,0,26,0
Noah Gragson,2024,29,25,0,0,0,25,0
Austin Cindric,2024,29,24,0,0,0,24,0
Chris Buescher,2024,29,23,0,0,0,23,0
Ty Gibbs,2024,29,25,0,0,0,22,3
Zane Smith,2024,29,21,0,0,0,21,0
William Byron,2024,29,26,0,0,0,20,6
Carson Hocevar,2024,29,19,0,0,0,19,0
Daniel Hemric,2024,29,18,0,0,0,18,0
Tyler Reddick,2024,29,24,0,0,0,17,7
Austin Dillon,2024,29,16,0,0,0,16,0
Justin Haley,2024,29,15,0,0,0,15,0
A.J. Allmendinger,2024,29,0,0,0,0,14,0
Martin Truex Jr,2024,29,29,0,0,0,13,16
Kyle Busch,2024,29,12,0,0,0,12,0
Brad Keselowski,2024,29,11,0,0,0,11,0
Ricky Stenhouse Jr,2024,29,10,0,0,0,10,0
Joey Logano,2024,29,9,0,0,0,9,0
Josh Berry,2024,29,8,0,0,0,8,0
Erik Jones,2024,29,7,0,0,0,7,0
Daniel Suarez,2024,29,6,0,0,0,6,0
Todd Gilliland,2024,29,5,0,0,0,5,0
John H. Nemechek,2024,29,4,0,0,0,4,0
Josh Bilicki,2024,29,0,0,0,0,3,0
Harrison Burton,2024,29,2,0,0,0,2,0
Corey LaJoie,2024,29,1,0,0,0,1,0
Kaz Grala,2024,29,1,0,0,0,1,0
Ross Chastain,2024,30,40,1,0,5,40,0
William Byron,2024,30,52,0,1,1,35,17
Martin Truex Jr,2024,30,40,0,0,0,34,6
Ryan Blaney,2024,30,49,0,0,0,33,16
Ty Gibbs,2024,30,46,0,0,0,32,14
Alex Bowman,2024,30,43,0,1,1,31,12
Christopher Bell,2024,30,36,0,0,0,30,6
Denny Hamlin,2024,30,36,0,0,0,29,7
Chase Elliott,2024,30,30,0,0,0,28,2
Zane Smith,2024,30,27,0,0,0,27,0
Chris Buescher,2024,30,26,0,0,0,26,0
Austin Dillon,2024,30,25,0,0,0,25,0
Daniel Suarez,2024,30,24,0,0,0,24,0
Joey Logano,2024,30,32,0,0,0,23,9
Corey LaJoie,2024,30,22,0,0,0,22,0
Ryan Preece,2024,30,21,0,0,0,21,0
Bubba Wallace,2024,30,20,0,0,0,20,0
Noah Gragson,2024,30,19,0,0,0,19,0
Kyle Busch,2024,30,22,0,0,0,18,4
Daniel Hemric,2024,30,17,0,0,0,17,0
Ty Dillon,2024,30,0,0,0,0,16,0
Brad Keselowski,2024,30,21,0,0,0,15,6
Harrison Burton,2024,30,14,0,0,0,14,0
Chase Briscoe,2024,30,14,0,0,0,13,1
Tyler Reddick,2024,30,12,0,0,0,12,0
Kyle Larson,2024,30,11,0,0,0,11,0
Todd Gilliland,2024,30,10,0,0,0,10,0
Ricky Stenhouse Jr,2024,30,9,0,0,0,9,0
Michael McDowell,2024,30,8,0,0,0,8,0
John H. Nemechek,2024,30,7,0,0,0,7,0
Kaz Grala,2024,30,6,0,0,0,6,0
Carson Hocevar,2024,30,11,0,0,0,5,6
Justin Haley,2024,30,4,0,0,0,4,0
Austin Cindric,2024,30,7,0,0,0,3,4
Erik Jones,2024,30,2,0,0,0,2,0
Jimmie Johnson,2024,30,1,0,0,0,1,0
J.J. Yeley,2024,30,0,0,0,0,1,0
Josh Berry,2024,30,1,0,0,0,1,0
Ricky Stenhouse Jr,2024,31,49,1,0,5,40,9
Brad Keselowski,2024,31,35,0,0,0,35,0
William Byron,2024,31,48,0,0,0,34,14
Kyle Larson,2024,31,42,0,0,0,33,9
Erik Jones,2024,31,32,0,0,0,32,0
Christopher Bell,2024,31,37,0,0,0,31,6
Justin Haley,2024,31,30,0,0,0,30,0
Austin Dillon,2024,31,29,0,0,0,29,0
Bubba Wallace,2024,31,32,0,0,0,28,4
Denny Hamlin,2024,31,27,0,0,0,27,0
Martin Truex Jr,2024,31,26,0,0,0,26,0
Cody Ware,2024,31,25,0,0,0,25,0
Ty Gibbs,2024,31,24,0,0,0,24,0
Carson Hocevar,2024,31,23,0,0,0,23,0
Shane Van Gisbergen,2024,31,0,0,0,0,22,7
Alex Bowman,2024,31,26,0,0,0,21,5
Chris Buescher,2024,31,30,0,1,1,20,10
Corey LaJoie,2024,31,19,0,0,0,19,0
Kyle Busch,2024,31,26,0,0,0,18,8
Tyler Reddick,2024,31,22,0,0,0,17,5
Zane Smith,2024,31,16,0,0,0,16,0
B.J. McLeod,2024,31,0,0,0,0,15,0
Todd Gilliland,2024,31,14,0,0,0,14,0
Anthony Alfredo,2024,31,0,0,0,0,13,0
Noah Gragson,2024,31,12,0,0,0,12,0
Daniel Suarez,2024,31,11,0,0,0,11,0
J.J. Yeley,2024,31,0,0,0,0,10,0
A.J. Allmendinger,2024,31,0,0,0,0,9,0
Chase Elliott,2024,31,17,0,0,0,8,9
Chase Briscoe,2024,31,10,0,0,0,7,3
John H. Nemechek,2024,31,6,0,0,0,6,0
Austin Cindric,2024,31,17,0,1,1,5,12
Joey Logano,2024,31,4,0,0,0,4,0
Harrison Burton,2024,31,3,0,0,0,3,0
Ryan Preece,2024,31,2,0,0,0,2,0
Josh Berry,2024,31,1,0,0,0,1,0
Michael McDowell,2024,31,1,0,0,0,1,0
Daniel Hemric,2024,31,1,0,0,0,1,0
Ryan Blaney,2024,31,5,0,0,0,1,4
Ross Chastain,2024,31,6,0,0,0,1,5
Kyle Larson,2024,32,48,1,0,5,40,8
Christopher Bell,2024,32,35,0,0,0,35,0
William Byron,2024,32,34,0,0,0,34,0
Austin Cindric,2024,32,39,0,0,0,33,6
Chase Elliott,2024,32,48,0,0,0,32,16
A.J. Allmendinger,2024,32,0,0,1,0,31,13
Shane Van Gisbergen,2024,32,0,0,0,0,30,5
Joey Logano,2024,32,47,0,0,0,29,18
Bubba Wallace,2024,32,35,0,0,0,28,7
Ryan Blaney,2024,32,40,0,0,0,27,13
Tyler Reddick,2024,32,36,0,1,1,26,10
Carson Hocevar,2024,32,25,0,0,0,25,0
Kyle Busch,2024,32,27,0,0,0,24,3
Denny Hamlin,2024,32,24,0,0,0,23,1
Michael McDowell,2024,32,26,0,0,0,22,4
Ricky Stenhouse Jr,2024,32,21,0,0,0,21,0
Chris Buescher,2024,32,20,0,0,0,20,0
